MSZoning,LotArea,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,SalePrice
0.5,0.5815399465761253,0.0,0.0,0.5555555555555556,0.31496062992125984,0.6721311475409837,1.0,1.0,1.0,0.0,0.3193370165745857,0.43090128755364804,0.0,1.0,0.46247799173911064,0.2828240544846836,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.4490177736202058,1.0,11.911701584927597
0.5,0.5680958270650911,1.0,0.5,0.3333333333333333,0.30708661417322836,0.6557377049180328,1.0,0.75,0.5,0.6666666666666666,0.0,0.0,1.0,1.0,0.6048073859406129,0.4253702145570255,0.0,1.0,0.0,1.0,1.0,0.5,0.48269410664172124,1.0,11.407564949312402
0.5,0.6465183585158845,1.0,0.0,0.4444444444444445,0.031496062992125984,0.0819672131147541,1.0,1.0,1.0,0.3333333333333333,0.35690607734806634,0.4781115879828326,0.0,1.0,0.5204405408264146,0.34087487980262443,0.5,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,0.538821328344247,1.0,11.976659481202368
0.5,0.4510004681383837,1.0,0.0,0.4444444444444445,0.4015748031496063,0.7377049180327869,1.0,1.0,1.0,0.5,0.27845303867403315,0.4416309012875536,1.0,1.0,0.6230050734876103,0.44359561695245997,0.0,1.0,0.0,0.0,1.0,0.25,0.27502338634237605,1.0,11.842229212112828
0.5,0.6587816524236594,0.0,0.0,0.7777777777777777,0.007874015748031496,0.01639344262295082,0.3333333333333333,0.0,0.0,1.0,0.0,0.4969957081545064,0.0,1.0,0.5420372939822693,0.7638172203632747,0.5,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.75,0.7979420018709074,1.0,12.692503112461443
0.75,0.4461331188863378,1.0,0.0,0.6666666666666665,0.6062992125984252,0.9508196721311476,1.0,1.0,1.0,1.0,0.0,0.2733905579399141,0.0,1.0,0.5174296288197229,0.3378593822149516,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.25,0.26192703461178674,0.0,11.845102777308561
0.5,0.5344435294758889,1.0,0.0,0.7777777777777777,0.047244094488188976,0.11475409836065574,0.3333333333333333,0.5,1.0,1.0,0.0,0.7626609442060085,0.0,1.0,0.786403886264456,0.6072432840586908,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.49953227315247895,1.0,12.345834587905333
0.75,0.25945472647707435,1.0,1.0,0.4444444444444445,0.2440944881889764,0.5245901639344263,1.0,0.5,1.0,0.3333333333333333,0.4640883977900553,0.4463519313304721,1.0,1.0,0.49273839745478165,0.31313054641630256,0.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.5350795135640786,1.0,11.77452020265869
0.5,0.4795821920852741,0.0,0.0,0.4444444444444445,0.3307086614173228,0.16393442622950818,1.0,1.0,0.75,0.8333333333333333,0.10386740331491713,0.45493562231759654,0.0,1.0,0.49273839745478165,0.31313054641630256,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.25,0.25257249766136575,1.0,11.944707881395766
0.5,0.659128707764193,1.0,0.0,0.7777777777777777,0.015748031496062992,0.04918032786885246,0.3333333333333333,0.5,1.0,1.0,0.0,0.6721030042918454,0.0,1.0,0.7222884035519761,0.5430301542753266,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.832553788587465,1.0,12.454103912352162
0.5,0.4349452705643473,1.0,0.0,0.4444444444444445,0.4645669291338583,0.18032786885245902,1.0,1.0,0.75,0.16666666666666666,0.12928176795580112,0.38626609442060084,1.0,1.0,0.4015118544893044,0.2217650665773805,0.0,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,0.538821328344247,1.0,11.811547477460344
0.5,0.5884057009054473,1.0,0.0,0.7777777777777777,0.023622047244094488,0.04918032786885246,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6729281767955801,0.7313304721030043,0.0,1.0,0.7573980622469771,0.5781932845373543,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.7221702525724977,1.0,12.631340380934517
0.5,0.7042437631761893,0.0,0.0,0.4444444444444445,0.3858267716535433,0.16393442622950818,1.0,1.0,0.25,0.16666666666666666,0.7055248618784531,0.6369098712446352,1.0,1.0,0.7222884035519761,0.5430301542753266,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.25,0.29840972871842847,1.0,12.24288661865289
0.75,0.3922557966873188,0.0,0.0,0.3333333333333333,0.6377952755905512,0.9672131147540984,1.0,1.0,1.0,1.0,0.0,0.22317596566523604,0.25,0.0,0.09567581222989929,0.4934296223086463,0.0,0.3333333333333333,0.0,0.6000000000000001,1.0,0.25,0.2245088868101029,1.0,11.134589024250317
1.0,0.4895653814385077,1.0,0.0,0.3333333333333333,0.6929133858267716,0.9672131147540984,1.0,1.0,1.0,1.0,0.0,0.27854077253218884,1.0,0.0,0.21922424077836977,0.43434532847354834,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.23386342376052385,0.0,10.596634733096073
0.5,0.4912643896829789,0.0,0.0,0.4444444444444445,0.3307086614173228,0.04918032786885246,1.0,1.0,1.0,1.0,0.0,0.527038626609442,0.5,1.0,0.5747594611836369,0.3952765271899201,0.5,0.6666666666666666,0.0,0.0,1.0,0.25,0.25350795135640786,1.0,11.914047823644255
0.5,0.5758708315075869,1.0,0.0,0.7777777777777777,0.007874015748031496,0.03278688524590164,0.3333333333333333,0.0,0.0,1.0,0.0,0.5296137339055794,0.0,1.0,0.5774768630776901,0.39799806765275747,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.45275958840037417,1.0,12.100156419938624
0.5,0.5607257172130731,0.0,0.0,0.4444444444444445,0.4015748031496063,0.8524590163934427,1.0,1.0,1.0,0.8333333333333333,0.5624309392265194,0.6,0.5,1.0,0.7560877932893484,0.5768810200566419,0.5,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.41814780168381666,1.0,12.016726473799254
0.5,0.44006967496169436,1.0,1.0,0.8888888888888888,0.015748031496062992,0.04918032786885246,0.0,0.0,1.0,0.3333333333333333,0.6370165745856354,0.6699570815450644,0.0,1.0,0.7085305094778058,0.5292513071021387,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.520112254443405,1.0,12.533576212168626
0.5,0.6397943125080023,1.0,0.0,0.7777777777777777,0.015748031496062992,0.03278688524590164,0.3333333333333333,0.0,0.0,1.0,0.0,0.47939914163090125,0.0,1.0,0.5293769256762006,0.7813977899196658,0.5,0.6666666666666666,0.3333333333333333,0.4,0.0,0.75,0.646398503274088,1.0,12.641096555879882
0.5,0.5701629476447256,1.0,0.0,0.4444444444444445,0.11811023622047244,0.2459016393442623,1.0,0.5,1.0,1.0,0.0,0.4708154506437768,0.0,1.0,0.5118670329842545,0.33228831461623853,0.5,1.0,0.0,0.0,1.0,0.5,0.6286248830682881,1.0,11.884489021402711
0.5,0.49080189308557953,1.0,0.0,0.4444444444444445,0.4330708661417323,0.3278688524590164,1.0,1.0,1.0,0.8333333333333333,0.6701657458563537,0.5566523605150214,0.5,1.0,0.6052374046158904,0.4258008881453179,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.46585594013096354,1.0,11.938193200374572
0.5,0.4663917234445476,1.0,0.0,0.4444444444444445,0.44881889763779526,0.06557377049180328,1.0,1.0,1.0,0.3333333333333333,0.40386740331491716,0.4536480686695279,1.0,1.0,0.4911582758920354,0.3115480183483612,0.0,0.6666666666666666,0.0,0.6000000000000001,1.0,0.25,0.23012160898035547,1.0,11.59910316121128
0.5,0.37713588996048797,1.0,0.5,0.3333333333333333,0.41732283464566927,0.8852459016393444,1.0,0.75,0.5,0.6666666666666666,0.0,0.0,1.0,0.0,0.5391410839114643,0.3596039035787486,0.0,0.3333333333333333,0.0,0.8,0.3333333333333333,0.0,0.0,0.0,11.314474526246391
0.5,0.4956259876990221,1.0,0.0,0.5555555555555556,0.3228346456692913,0.6885245901639345,1.0,1.0,1.0,0.8333333333333333,0.3552486187845304,0.46695278969957077,0.0,1.0,0.6167242802327304,0.4373052581287311,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.411599625818522,1.0,11.982929094215963
0.5,0.7158126849929651,1.0,0.0,0.4444444444444445,0.3779527559055118,0.8032786885245902,1.0,1.0,0.25,0.16666666666666666,0.5342541436464089,0.5793991416309012,0.5,1.0,0.6184060890038761,0.43898962827340693,0.5,1.0,0.6666666666666666,0.0,0.6666666666666666,0.25,0.28811973807296537,0.5,12.043553716032399
0.5,0.5148906645560878,0.0,0.0,0.4444444444444445,0.1889763779527559,0.4098360655737705,1.0,0.5,0.0,0.0,0.412707182320442,0.3605150214592274,0.5,1.0,0.3915112422242619,0.21174922350608893,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.4714686623012161,1.0,11.877568578558138
0.5,0.5156068047187801,0.0,0.0,0.4444444444444445,0.25984251968503935,0.4754098360655738,1.0,0.5,0.0,0.5,0.1546961325966851,0.4025751072961373,1.0,1.0,0.4245681639003016,0.24485649045658597,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.28811973807296537,1.0,11.777210959615614
0.5,0.46734571974167194,1.0,0.0,0.4444444444444445,0.3700787401574803,0.7868852459016394,1.0,1.0,1.0,0.0,0.0988950276243094,0.49356223175965663,0.0,1.0,0.5381723274820382,0.3586336717455083,0.0,1.0,0.0,0.0,0.6666666666666666,0.25,0.2806361085126286,1.0,11.856515169360305
0.5,0.4552387308186434,1.0,1.0,0.8888888888888888,0.03937007874015748,0.09836065573770493,0.0,0.0,1.0,0.3333333333333333,0.2519337016574586,0.7519313304721029,0.0,1.0,0.772885702183641,0.5937045119541526,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.538821328344247,1.0,12.675763725937609
0.5,0.6248433035960526,0.0,0.0,0.6666666666666665,0.047244094488188976,0.11475409836065574,0.3333333333333333,0.0,1.0,0.3333333333333333,0.7464088397790056,0.615450643776824,0.0,1.0,0.6929573469607893,0.7077482319020083,0.5,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6267539756782039,1.0,12.387085012375499
0.0,0.5772676378423522,1.0,0.0,0.7777777777777777,0.007874015748031496,0.03278688524590164,0.3333333333333333,0.5,0.0,0.3333333333333333,0.013259668508287293,0.7107296137339055,0.0,1.0,0.7414678589333463,0.5622388197251542,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.75,0.7726847521047708,1.0,12.428015476267865
0.75,0.27704955672246756,1.0,0.25,0.3333333333333333,0.7007874015748031,0.03278688524590164,1.0,1.0,1.0,1.0,0.0,0.3158798283261802,0.5,1.0,0.28935870581237744,0.4888339726660469,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,0.0,0.0,11.635143097694478
0.5,0.4588285803285248,1.0,0.0,0.4444444444444445,0.3228346456692913,0.6885245901639345,1.0,1.0,1.0,0.16666666666666666,0.42154696132596686,0.4098712446351931,0.0,1.0,0.4345819842340686,0.25488556171232357,0.0,1.0,0.0,0.0,1.0,0.25,0.36108512628624884,1.0,11.751942365440728
0.5,0.6506729291437461,0.3333333333333333,0.0,0.5555555555555556,0.07874015748031496,0.18032786885245902,1.0,0.5,0.0,0.3333333333333333,0.1005524861878453,0.3407725321888412,0.5,1.0,0.33164839950184843,0.4957133403368781,0.0,1.0,0.0,0.0,0.0,0.5,0.362956033676333,1.0,12.083905011555967
0.75,0.38785560901527383,1.0,0.0,0.5555555555555556,0.5669291338582677,0.9344262295081968,1.0,1.0,1.0,1.0,0.0,0.3502145922746781,1.0,1.0,0.3468858970883515,0.3711170594994502,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,0.4939195509822264,1.0,11.648330101976432
0.75,0.48847960910101396,0.3333333333333333,0.5,0.4444444444444445,0.3700787401574803,0.7868852459016394,0.6666666666666666,0.5,0.25,0.5,0.057458563535911604,0.3502145922746781,1.0,0.0,0.3468858970883515,0.16705591453281254,0.0,1.0,0.0,1.0,1.0,0.5,0.48269410664172124,1.0,11.608235644774552
0.5,0.5254204098037589,0.0,0.0,0.8888888888888888,0.19685039370078738,0.3278688524590164,0.3333333333333333,0.0,0.25,0.3333333333333333,1.0,0.790557939914163,0.5,1.0,0.800814037744122,0.6216753820171714,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,0.8362956033676333,1.0,12.86099861326992
0.5,0.431914919283944,1.0,0.0,0.4444444444444445,0.4094488188976378,0.8688524590163935,1.0,1.0,1.0,0.0,0.2121546961325967,0.16480686695278968,1.0,1.0,0.6316809824545175,0.4522847392192144,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,0.5350795135640786,1.0,11.77528972943772
0.5,0.5487537319569022,0.0,0.0,0.5555555555555556,0.3464566929133858,0.7377049180327869,1.0,1.0,1.0,0.16666666666666666,0.2707182320441989,0.611587982832618,0.5,1.0,0.6577099441798855,0.47835334272474306,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.538821328344247,1.0,12.103486056755072
0.0,0.10541502516484202,1.0,0.75,0.7777777777777777,0.07874015748031496,0.16393442622950818,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3585635359116022,0.41630901287553645,0.0,1.0,0.4506930507978817,0.5895459206123226,0.5,0.6666666666666666,0.0,0.0,0.0,0.5,0.4490177736202058,1.0,12.058152515453552
0.5,0.5931589788899982,0.0,0.0,0.6666666666666665,0.015748031496062992,0.04918032786885246,0.3333333333333333,0.5,1.0,1.0,0.0,0.3690987124463519,0.0,1.0,0.37616570875235933,0.5834117176566291,0.5,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.5285313376987839,1.0,12.188417710291453
0.5,0.6462058434926923,0.3333333333333333,0.0,1.0,0.0,0.01639344262295082,0.0,0.0,0.25,1.0,0.0,0.6051502145922747,0.0,1.0,0.6581010484995766,0.8836935383570133,0.5,0.6666666666666666,0.3333333333333333,0.4,0.0,0.75,0.5996258185219832,1.0,12.991753427493052
0.5,0.4349452705643473,1.0,0.0,0.4444444444444445,0.28346456692913385,0.6065573770491803,1.0,1.0,0.0,0.0,0.34917127071823206,0.33476394849785407,0.0,1.0,0.32173038879038396,0.14186209471322853,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.3292797006548176,1.0,11.73526869611367
0.5,0.6311976038199258,1.0,0.0,0.5555555555555556,0.015748031496062992,0.04918032786885246,1.0,0.5,1.0,0.0,0.519889502762431,0.4969957081545064,0.0,1.0,0.5420372939822693,0.3625045245409342,0.5,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,0.538821328344247,1.0,11.970350312009105
0.75,0.4349452705643473,1.0,0.0,0.4444444444444445,0.6850393700787402,0.19672131147540983,1.0,1.0,1.0,1.0,0.0,0.22746781115879827,1.0,0.0,0.15751692474318935,0.33936916667569994,0.0,0.3333333333333333,0.0,0.6000000000000001,1.0,0.25,0.2694106641721235,0.0,11.522875795823397
0.5,0.39833928820357745,0.0,1.0,0.7777777777777777,0.007874015748031496,0.03278688524590164,0.3333333333333333,0.5,0.75,0.3333333333333333,0.013259668508287293,0.5879828326180258,0.0,1.0,0.6357653903548814,0.45637536762125563,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.45275958840037417,1.0,12.218495165528731
0.75,0.5527716851094353,0.0,0.0,0.6666666666666665,0.7007874015748031,1.0,1.0,1.0,1.0,1.0,0.0,0.24721030042918454,0.5,1.0,0.4027494114566301,0.580155916714566,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,0.4490177736202058,1.0,11.84939770159144
0.5,0.5218074294288564,1.0,0.0,0.6666666666666665,0.09448818897637795,0.19672131147540983,1.0,0.5,1.0,0.3333333333333333,0.4082872928176796,0.4536480686695279,0.0,1.0,0.4911582758920354,0.6770389145671132,0.5,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.6033676333021516,1.0,12.299107511497363
0.5,0.5293030941635699,1.0,0.0,0.7777777777777777,0.023622047244094488,0.04918032786885246,0.3333333333333333,0.0,0.0,1.0,0.0,0.4905579399141631,0.0,1.0,0.5347683620067025,0.7861595381163378,0.5,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.75,0.7970065481758654,1.0,12.666657052859417
0.5,0.7694867823510165,1.0,0.0,0.6666666666666665,0.31496062992125984,0.36065573770491804,1.0,0.5,0.25,0.3333333333333333,0.5038674033149172,0.8356223175965665,1.0,1.0,0.9016035766382315,0.7226184221068177,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.538821328344247,1.0,12.100712129872347
0.5,0.5642309102801217,0.0,0.0,0.6666666666666665,0.031496062992125984,0.0819672131147541,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5596685082872929,0.6236051502145923,0.0,1.0,0.6784465190280486,0.499121499114656,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,0.5219831618334893,1.0,12.328290278254423
0.75,0.2880872361752629,1.0,0.0,0.3333333333333333,0.5118110236220472,1.0,1.0,1.0,1.0,1.0,0.0,0.3206008583690987,1.0,1.0,0.29762953994120434,0.11772454057546033,0.0,1.0,0.0,0.0,1.0,0.25,0.205799812909261,1.0,11.289781913656018
0.5,0.6892282957783484,1.0,0.0,0.6666666666666665,0.41732283464566927,0.8852459016393444,0.3333333333333333,1.0,1.0,0.16666666666666666,0.33314917127071825,0.559656652360515,1.0,1.0,0.608238284059361,0.7425001229316361,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.6239476145930777,1.0,12.323855681186558
0.5,0.6454594154463571,0.0,0.0,0.6666666666666665,0.26771653543307083,0.5737704918032788,1.0,0.5,0.25,0.0,0.21187845303867406,0.954077253218884,0.0,1.0,0.905630820767104,0.7266517996776649,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,0.48269410664172124,1.0,12.404923504275338
0.5,0.45269366861801075,1.0,0.0,0.3333333333333333,0.19685039370078738,0.03278688524590164,1.0,1.0,1.0,0.0,0.3121546961325967,0.3626609442060086,1.0,1.0,0.3663557339262944,0.18655540368650492,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,0.33676333021515437,1.0,11.771436160121729
0.5,0.5476523080751057,0.0,0.0,0.6666666666666665,0.08661417322834646,0.19672131147540983,1.0,0.5,1.0,1.0,0.0,0.35708154506437767,0.5,1.0,0.3921415635857577,0.5827620744425221,0.5,1.0,0.3333333333333333,0.0,0.0,0.5,0.39943872778297473,1.0,12.128111104060462
0.5,0.5495612569630826,1.0,0.0,0.4444444444444445,0.4409448818897638,0.13114754098360656,1.0,1.0,1.0,0.0,0.17679558011049726,0.4660944206008583,0.5,1.0,0.5062483770619335,0.32666110155186834,0.0,1.0,0.0,0.0,1.0,0.5,0.4583723105706268,1.0,11.883799128308773
0.75,0.36322569240823954,1.0,0.0,0.2222222222222222,0.7480314960629921,1.0,0.3333333333333333,0.25,1.0,1.0,0.0,0.3605150214592274,0.5,0.0,0.3630470050169441,0.5447723344080062,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.3545369504209542,1.0,11.584315461056901
0.75,0.5254204098037589,1.0,0.75,0.3333333333333333,0.28346456692913385,0.6065573770491803,1.0,0.5,0.25,0.3333333333333333,0.2552486187845304,0.1982832618025751,1.0,1.0,0.10207189597422417,0.2738540900231632,0.0,1.0,0.0,0.4,1.0,0.25,0.2778297474275023,1.0,11.418614785498987
0.5,0.4885961133595793,0.0,0.0,0.3333333333333333,0.4094488188976378,0.8688524590163935,1.0,1.0,1.0,0.0,0.1259668508287293,0.40858369098712444,0.0,1.0,0.43282785845082206,0.2531287644176503,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.264733395696913,1.0,11.818570237796182
0.75,0.4947506590938029,1.0,0.0,0.4444444444444445,0.47244094488188976,0.13114754098360656,1.0,1.0,1.0,0.16666666666666666,0.1856353591160221,0.28841201716738196,1.0,1.0,0.49901447706916713,0.42061075057932884,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.2245088868101029,1.0,11.751942365440728
0.5,0.5676991594317795,1.0,0.5,0.3333333333333333,0.3307086614173228,0.7049180327868853,1.0,1.0,1.0,1.0,0.0,0.7587982832618025,1.0,0.0,0.7779540933160827,0.5987806221823133,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,0.0,1.0,11.824079893607152
0.75,0.5572143059608843,1.0,0.0,0.4444444444444445,0.7795275590551181,0.4754098360655738,1.0,1.0,1.0,1.0,0.0,0.18884120171673818,0.5,1.0,0.24687548697380102,0.39618518203575004,0.5,1.0,0.0,0.6000000000000001,1.0,0.5,0.411599625818522,1.0,11.608235644774552
0.5,0.6293801113359283,1.0,0.0,0.5555555555555556,0.3228346456692913,0.6885245901639345,1.0,0.5,1.0,0.8333333333333333,0.24751381215469614,0.38454935622317593,1.0,1.0,0.553473985988556,0.705926474072152,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.4761459307764266,1.0,12.173032791451973
0.75,0.2802829271082019,1.0,1.0,0.5555555555555556,0.06299212598425197,0.14754098360655737,1.0,0.0,1.0,0.3333333333333333,0.66353591160221,0.5309012875536481,0.0,1.0,0.6221717113221934,0.4427609855869843,0.0,1.0,0.0,0.0,0.0,0.5,0.37885874649204865,1.0,11.941455846009388
0.5,0.549754768450506,1.0,0.0,0.7777777777777777,0.007874015748031496,0.03278688524590164,1.0,0.5,1.0,0.3333333333333333,0.018232044198895028,0.6708154506437768,0.0,1.0,0.7092443625649074,0.5299662473784812,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.7090739008419084,1.0,12.409013489526863
0.5,0.504401608423938,0.0,0.0,0.4444444444444445,0.3700787401574803,0.7868852459016394,1.0,1.0,1.0,1.0,0.0,0.45708154506437765,0.5,1.0,0.49536202198998636,0.3157581666985583,0.5,1.0,0.0,0.6000000000000001,1.0,0.5,0.431244153414406,1.0,11.747997587149712
